Neuron 1;Neuron 2;Nbr
AS03;DA02;1
AVAL;DA02;2
AVAR;DA02;2
SABVL;DA02;1
VA01;DA02;2
DD01;DA02;1
DD01;DA02;2
PVCL;DA02;1
VD01;DA02;2
VD02;DA02;2
VD02;DA02;9
VD03;DA02;3
VD03;DA02;2
AS03;DA03;1
AS04;DA03;1
AVAL;DA03;6
AVAR;DA03;3
AVDL;DA03;4
AVDR;DA03;1
AVDR;DA03;1
AVEL;DA03;1
AVEL;DA03;2
AVER;DA03;1
AS04;DA03;1
AVAR;DA03;2
DA04;DA03;1
DA04;DA03;1
DA04;DA03;1
DB02;DA03;5
DB03;DA03;1
DD02;DA03;1
DD02;DA03;1
VD03;DA03;1
VD03;DA03;24
VD04;DA03;6
AVAL;DA04;7
AVAR;DA04;6
AVDL;DA04;1
AVDL;DA04;1
AVDR;DA04;1
AVDR;DA04;1
AVEL;DA04;1
DA03;DA04;1
DA03;DA04;2
AVAL;DA04;3
AVAR;DA04;2
DA01;DA04;1
DB03;DA04;1
VB06;DA04;1
DB03;DA04;1
DD02;DA04;1
VD04;DA04;12
VD05;DA04;2
VD05;DA04;13
AVAL;DA05;7
AVAR;DA05;2
AVBR;DA05;1
AVDL;DA05;1
AVDR;DA05;2
AS06;DA05;2
AVAL;DA05;1
AVAR;DA05;5
VA04;DA05;1
VA05;DA05;2
DB04;DA05;1
HSNR;DA05;1
PVCL;DA05;1
VD05;DA05;1
VD06;DA05;4
VD06;DA05;12
AVAL;DA06;11
AVAR;DA06;11
AVAL;DA06;10
AVAR;DA06;2
HSNR;DA06;1
PVCL;DA06;1
RID;DA06;1
RID;DA06;2
VD04;DA06;2
VD04;DA06;2
VD05;DA06;2
VD05;DA06;1
VD06;DA06;3
AVAL;DA07;2
AVAR;DA07;3
AVAL;DA07;2
AVAL;DA08;4
AVAR;DA08;1
AVAR;DA08;7
AVDL;DA08;1
AVDR;DA08;1
AVG;DA08;1
AVAR;DA08;1
DA09;DA08;1
DVB;DA08;2
DVB;DA08;2
PHAR;DA08;1
PHBR;DA08;1
VA12;DA08;3
AVAL;DA09;2
AVAL;DA09;1
AVAR;DA09;2
AVDR;DA09;1
DA08;DA09;1
PDA;DA09;1
PHCL;DA09;1
RID;DA09;1
DD06;DA09;1
PDA;DA09;1
PHCL;DA09;7
PHCR;DA09;2
PVCR;DA09;1
PVR;DA09;1
VA12;DA09;5
VD13;DA09;1
AS01;DB01;1
AS02;DB01;1
AS02;DB01;1
AS03;DB01;1
AIBR;DB01;1
AVBR;DB01;3
DB02;DB01;1
DB04;DB01;1
DVA;DB01;1
RID;DB01;1
RIS;DB01;1
VB03;DB01;1
VB04;DB01;1
DD01;DB01;4
DD01;DB01;6
VD01;DB01;11
VD01;DB01;10
VD02;DB01;7
VD02;DB01;8
VD03;DB01;1
DA03;DB02;5
AVBR;DB02;1
DB01;DB02;1
DB03;DB02;6
VB01;DB02;2
DD02;DB02;1
DD02;DB02;1
DVA;DB02;1
PVCL;DB02;3
PVCR;DB02;1
PVR;DB02;1
VD03;DB02;7
VD03;DB02;16
VD04;DB02;6
VD04;DB02;8
VD05;DB02;1
AS04;DB03;1
AS05;DB03;1
AVAR;DB03;1
AVER;DB03;1
DA03;DB03;1
DA04;DB03;1
AVBL;DB03;1
AVBR;DB03;1
DA04;DB03;1
DB02;DB03;6
DB04;DB03;1
DD02;DB03;4
DD03;DB03;10
DVA;DB03;2
PVCL;DB03;4
PVCR;DB03;3
PVR;DB03;1
VD04;DB03;9
VD05;DB03;3
VD05;DB03;23
VD06;DB03;1
VD06;DB03;6
AVDR;DB04;1
DA05;DB04;1
AVBL;DB04;1
AVBR;DB04;1
DB01;DB04;1
DB03;DB04;1
VB02;DB04;1
VB04;DB04;1
DD03;DB04;3
DVA;DB04;1
PVCL;DB04;3
PVCR;DB04;4
VC02;DB04;1
VD06;DB04;7
VD06;DB04;6
AVAL;DB05;2
AVAR;DB05;1
AVAR;DB05;2
AVBL;DB05;1
AVBR;DB05;1
DVA;DB05;1
PVCL;DB05;2
PVCR;DB05;1
AVAL;DB06;1
AVAR;DB06;5
AVAL;DB06;3
AVBL;DB06;2
AVBR;DB06;1
DVA;DB06;2
PVCL;DB06;2
PVCR;DB06;2
AVBL;DB07;2
AVBR;DB07;1
DVA;DB07;1
DVA;DB07;1
PVCL;DB07;1
PVCL;DB07;2
PVCR;DB07;1
VA12;DB07;4
VD13;DB07;2
AS02;DD01;1
AS03;DD01;1
AVL;DD01;1
DA01;DD01;4
DA02;DD01;2
DA02;DD01;1
DB01;DD01;10
AVBR;DD01;1
DD02;DD01;1
VD01;DD01;4
VD02;DD01;2
PVNL;DD01;2
PVQR;DD01;1
RID;DD01;3
RID;DD01;1
VA01;DD01;9
VA02;DD01;13
VA03;DD01;18
VB01;DD01;1
VB02;DD01;20
VC01;DD01;7
VC02;DD01;6
VC03;DD01;2
VD01;DD01;1
VD02;DD01;1
VD02;DD01;1
AS05;DD02;1
DA03;DD02;1
DA03;DD02;1
DA04;DD02;1
DB02;DD02;2
DB03;DD02;4
DD01;DD02;1
DD03;DD02;2
VD04;DD02;2
PVPR;DD02;1
RID;DD02;3
RID;DD02;1
VA03;DD02;11
VA04;DD02;21
VA05;DD02;5
VB02;DD02;1
VB03;DD02;37
VB04;DD02;6
VC01;DD02;6
VC02;DD02;4
VC03;DD02;4
VD03;DD02;1
VD04;DD02;1
DB03;DD03;10
DB04;DD03;3
DD02;DD03;2
DD04;DD03;1
PVNR;DD03;1
RID;DD03;1
RID;DD03;2
VA05;DD03;13
VA06;DD03;24
VA07;DD03;3
VB04;DD03;16
VB05;DD03;27
VC01;DD03;6
VC02;DD03;9
VC03;DD03;5
DD03;DD04;1
VC03;DD04;1
VD08;DD04;1
VA07;DD04;12
VA08;DD04;21
VA09;DD04;3
VB06;DD04;30
VB07;DD04;2
VC03;DD04;12
VD08;DD04;1
VD10;DD05;1
PVDL;DD05;1
VA09;DD05;15
VB08;DD05;1
VB08;DD05;30
VB09;DD05;8
VD09;DD05;1
VD10;DD05;1
AVL;DD06;2
DA09;DD06;1
DVB;DD06;3
PDA;DD06;1
VA11;DD06;10
VA12;DD06;2
VB10;DD06;9
VB11;DD06;7
AIZL;DVA;3
AIZL;DVA;1
AIZR;DVA;1
AIZR;DVA;1
AQR;DVA;1
AQR;DVA;3
AUAL;DVA;1
AUAR;DVA;1
AVAL;DVA;3
AVAR;DVA;1
AVBL;DVA;1
AVEL;DVA;3
AVEL;DVA;6
AVER;DVA;2
AVER;DVA;3
AVKL;DVA;1
DB02;DVA;1
DB03;DVA;2
DB04;DVA;1
DB05;DVA;1
DB06;DVA;2
DB07;DVA;1
DB07;DVA;1
AVBL;DVA;1
AVBR;DVA;1
DB01;DVA;1
PVCL;DVA;1
PVR;DVA;2
FLPL;DVA;1
FLPR;DVA;1
PDEL;DVA;1
PDEL;DVA;2
PDEL;DVA;16
PDEL;DVA;8
PDER;DVA;19
PDER;DVA;16
PHAL;DVA;2
PHAR;DVA;1
PHAR;DVA;1
PHCL;DVA;4
PHCL;DVA;2
PHCR;DVA;3
PHCR;DVA;5
PLMR;DVA;5
PVCL;DVA;3
PVCL;DVA;4
PVCR;DVA;1
PVDR;DVA;2
PVDR;DVA;1
PVM;DVA;2
PVM;DVA;1
PVR;DVA;1
PVR;DVA;2
PVR;DVA;1
RIAL;DVA;1
RIAR;DVA;1
RIAR;DVA;1
RIMR;DVA;1
RIR;DVA;3
RIR;DVA;2
SAADR;DVA;1
SAAVL;DVA;1
SAAVR;DVA;1
SABD;DVA;1
SDQR;DVA;3
SMBDL;DVA;3
SMBDR;DVA;2
SMBVL;DVA;3
SMBVR;DVA;2
VA02;DVA;1
VA12;DVA;1
VB01;DVA;1
VB01;DVA;1
VB11;DVA;2
AVL;DVB;2
AVL;DVB;3
DA08;DVB;2
DA08;DVB;2
DD06;DVB;3
AS09;DVB;7
AVL;DVB;1
VA09;DVB;1
VB09;DVB;1
DVC;DVB;3
PDA;DVB;1
PHCL;DVB;1
PVPL;DVB;1
PVPL;DVB;1
AIBL;DVC;1
AIBR;DVC;3
AVAL;DVC;5
AVAR;DVC;7
AVBL;DVC;1
AVDR;DVC;1
AVKL;DVC;2
AVKR;DVC;1
DVB;DVC;3
AIBL;DVC;1
AIBR;DVC;2
AVL;DVC;9
PVPL;DVC;2
PVPR;DVC;13
VA09;DVC;1
VD01;DVC;5
VD10;DVC;4
PVPR;DVC;1
PVPR;DVC;1
PVQR;DVC;1
PVT;DVC;1
PVT;DVC;2
RIBL;DVC;1
RIBR;DVC;1
RIGL;DVC;1
RIGL;DVC;4
RIGL;DVC;1
RIGR;DVC;5
RMFL;DVC;2
RMFR;DVC;4
VC01;DVC;1
VC02;DVC;1
VC03;DVC;1
VC05;DVC;2
ADEL;FLPL;2
ADEL;FLPL;1
ADEL;FLPL;1
ADER;FLPL;2
ADER;FLPL;1
AIBL;FLPL;1
AIBL;FLPL;1
AIBL;FLPL;1
AIBR;FLPL;2
AVAL;FLPL;4
AVAL;FLPL;10
AVAR;FLPL;17
AVBL;FLPL;1
AVBL;FLPL;3
AVBR;FLPL;1
AVBR;FLPL;4
AVDL;FLPL;6
AVDR;FLPL;13
DVA;FLPL;1
AVAL;FLPL;1
AVDL;FLPL;1
FLPR;FLPL;2
RIH;FLPL;1
FLPR;FLPL;1
FLPR;FLPL;2
PVCR;FLPL;1
SDQL;FLPL;1
ADAL;FLPR;1
ADER;FLPR;1
ADER;FLPR;1
ADER;FLPR;1
AIBR;FLPR;1
AVAL;FLPR;2
AVAL;FLPR;10
AVAR;FLPR;5
AVBL;FLPR;5
AVBR;FLPR;1
AVDL;FLPR;2
AVDL;FLPR;8
AVDR;FLPR;1
AVEL;FLPR;4
AVER;FLPR;2
AVJR;FLPR;1
DVA;FLPR;1
FLPL;FLPR;2
FLPL;FLPR;1
AVDL;FLPR;1
AVDR;FLPR;1
FLPL;FLPR;2
PVCL;FLPR;2
VB01;FLPR;1
AIAL;HSNL;1
AIAL;HSNL;1
AIMR;HSNL;1
AIYR;HSNL;1
AIZL;HSNL;2
AIZR;HSNL;1
ASHL;HSNL;1
ASHR;HSNL;2
ASJL;HSNL;1
ASJR;HSNL;1
ASKL;HSNL;1
AVDR;HSNL;2
AVFL;HSNL;1
AVFL;HSNL;5
AVFL;HSNL;1
AVJL;HSNL;1
AVJL;HSNL;1
AWBL;HSNL;1
AWBL;HSNL;1
AWBR;HSNL;2
BDUL;HSNL;1
HSNR;HSNL;1
HSNR;HSNL;3
HSNR;HSNL;1
PLML;HSNL;1
PVQL;HSNL;2
RIFL;HSNL;3
RIML;HSNL;2
RIR;HSNL;1
SABVL;HSNL;2
VC05;HSNL;3
VC05;HSNL;1
AIBL;HSNR;1
AIBR;HSNR;1
AIMR;HSNR;2
AIYL;HSNR;1
AIZL;HSNR;1
AIZR;HSNR;1
AS05;HSNR;1
ASHL;HSNR;2
ASHR;HSNR;1
ASJL;HSNR;1
ASJR;HSNR;1
AVBR;HSNR;1
AVDR;HSNR;1
AVFL;HSNR;1
AVFL;HSNR;1
AVFR;HSNR;1
AVJL;HSNR;1
AVJL;HSNR;1
AVL;HSNR;1
AVL;HSNR;1
AWBL;HSNR;1
BDUR;HSNR;1
BDUR;HSNR;1
BDUR;HSNR;3
DA05;HSNR;1
DA06;HSNR;1
HSNL;HSNR;1
HSNL;HSNR;1
HSNL;HSNR;3
PLMR;HSNR;1
PVNR;HSNR;1
PVNR;HSNR;1
PVNR;HSNR;1
PVNR;HSNR;1
PVQR;HSNR;1
PVQR;HSNR;1
RIFR;HSNR;1
RIFR;HSNR;3
RIFR;HSNR;1
RMGR;HSNR;1
SABD;HSNR;1
SABVR;HSNR;1
VA06;HSNR;1
VC02;HSNR;1
VC02;HSNR;2
VC03;HSNR;1
VC03;HSNR;1
VD04;HSNR;2
CEPDL;IL1DL;4
IL1DR;IL1DL;1
IL1L;IL1DL;1
OLLL;IL1DL;1
RMEV;IL1DL;1
IL1L;IL1DL;1
IL2DL;IL1DL;7
PVR;IL1DL;1
PVR;IL1DL;1
RIH;IL1DL;1
RIPL;IL1DL;2
RMDDR;IL1DL;1
RMDVL;IL1DL;4
URADL;IL1DL;2
URYDL;IL1DL;1
CEPDR;IL1DR;5
IL1DL;IL1DR;1
IL1R;IL1DR;1
OLLR;IL1DR;1
RMEV;IL1DR;1
IL1R;IL1DR;1
IL2DR;IL1DR;7
OLLR;IL1DR;2
PVR;IL1DR;1
RIPR;IL1DR;5
RMDVR;IL1DR;5
URADR;IL1DR;1
ADEL;IL1L;1
AVER;IL1L;2
IL1DL;IL1L;1
IL1DL;IL1L;1
IL1VL;IL1L;1
IL1VL;IL1L;1
IL2L;IL1L;1
RMDDL;IL1L;5
RMDL;IL1L;1
RMDR;IL1L;3
RMDVL;IL1L;4
RMDVR;IL1L;2
RMER;IL1L;1
URBL;IL1L;1
AVEL;IL1R;1
AVER;IL1R;1
CEPDR;IL1R;1
IL1DR;IL1R;1
IL1DR;IL1R;1
IL1VR;IL1R;1
IL1VR;IL1R;1
IL2R;IL1R;1
RIAR;IL1R;1
RMDDL;IL1R;3
RMDDR;IL1R;2
RMDL;IL1R;1
RMDL;IL1R;3
RMDR;IL1R;2
RMDVL;IL1R;1
RMDVR;IL1R;4
RMEL;IL1R;2
RMHL;IL1R;1
URAVR;IL1R;1
URBR;IL1R;3
URXR;IL1R;2
CEPVL;IL1VL;2
IL1L;IL1VL;1
IL1L;IL1VL;1
IL1VR;IL1VL;1
RMED;IL1VL;1
IL2VL;IL1VL;7
OLLL;IL1VL;2
OLQVL;IL1VL;1
OLQVL;IL1VL;1
PVR;IL1VL;1
RIPL;IL1VL;4
RMDDL;IL1VL;5
URYVL;IL1VL;1
URYVL;IL1VL;1
CEPVR;IL1VR;1
CEPVR;IL1VR;1
IL1R;IL1VR;1
IL1R;IL1VR;1
IL1VL;IL1VR;1
IL2R;IL1VR;1
IL2VR;IL1VR;1
IL2VR;IL1VR;6
OLLR;IL1VR;1
OLQVR;IL1VR;1
PVR;IL1VR;1
RIPR;IL1VR;1
RIPR;IL1VR;5
RMDDR;IL1VR;10
RMER;IL1VR;1
URYVR;IL1VR;1
AUAL;IL2DL;1
IL1DL;IL2DL;7
OLQDL;IL2DL;2
RIBL;IL2DL;1
RIPL;IL2DL;10
RMEL;IL2DL;4
RMER;IL2DL;3
URADL;IL2DL;1
URADL;IL2DL;2
CEPDR;IL2DR;1
IL1DR;IL2DR;7
RICR;IL2DR;1
RIPR;IL2DR;11
RMED;IL2DR;1
RMEL;IL2DR;2
RMER;IL2DR;2
RMEV;IL2DR;1
URADR;IL2DR;3
ADEL;IL2L;2
ADEL;IL2L;1
ADEL;IL2L;1
AVEL;IL2L;1
IL1L;IL2L;1
RMGL;IL2L;1
IL2VL;IL2L;1
OLQDL;IL2L;2
OLQDL;IL2L;3
OLQVL;IL2L;2
OLQVL;IL2L;6
RICL;IL2L;1
RIH;IL2L;7
RIH;IL2L;2
RMDL;IL2L;1
RMDL;IL2L;2
RMDR;IL2L;1
RMER;IL2L;2
RMEV;IL2L;2
URXL;IL2L;2
ADER;IL2R;1
ADER;IL2R;1
IL1R;IL2R;1
IL1VR;IL2R;1
RMGR;IL2R;1
URXR;IL2R;1
OLLR;IL2R;1
OLLR;IL2R;1
OLLR;IL2R;1
OLQDR;IL2R;2
OLQVR;IL2R;2
OLQVR;IL2R;5
RIH;IL2R;6
RIH;IL2R;1
RMDL;IL2R;1
RMDL;IL2R;1
RMEL;IL2R;2
RMEV;IL2R;1
URBR;IL2R;1
URBR;IL2R;1
BAGR;IL2VL;1
IL1VL;IL2VL;7
IL2L;IL2VL;1
OLQVL;IL2VL;1
OLQVL;IL2VL;1
RIAL;IL2VL;1
RIH;IL2VL;2
RIPL;IL2VL;11
RMEL;IL2VL;1
RMEL;IL2VL;1
RMER;IL2VL;4
RMEV;IL2VL;1
URAVL;IL2VL;3
CEPVR;IL2VR;2
IL1VR;IL2VR;6
IL1VR;IL2VR;1
OLQVR;IL2VR;1
OLQVR;IL2VR;1
RIAR;IL2VR;2
RIH;IL2VR;1
RIH;IL2VR;2
RIPR;IL2VR;1
RIPR;IL2VR;14
RMEL;IL2VR;3
RMER;IL2VR;2
RMEV;IL2VR;3
URAVR;IL2VR;4
URXR;IL2VR;1
AVAL;LUAL;5
AVAL;LUAL;1
AVAR;LUAL;1
AVAR;LUAL;5
AVAR;LUAL;1
AVDL;LUAL;4
AVDL;LUAL;1
AVDR;LUAL;2
AVDR;LUAL;2
AVJL;LUAL;1
AVAL;LUAL;1
PLML;LUAL;1
PVR;LUAL;1
PHBL;LUAL;1
PHCL;LUAL;1
PVNL;LUAL;1
PVWL;LUAL;1
VA12;LUAL;2
AVAL;LUAR;3
AVAR;LUAR;7
AVAR;LUAR;3
AVDL;LUAR;1
AVDR;LUAR;3
AVJR;LUAR;1
PLMR;LUAR;1
PVR;LUAR;1
PHCR;LUAR;1
PQR;LUAR;1
PQR;LUAR;1
PVCR;LUAR;3
PVCR;LUAR;1
PVR;LUAR;1
PVWL;LUAR;1
ADEL;OLLL;1
ADEL;OLLL;1
AVER;OLLL;3
AVER;OLLL;18
CEPDL;OLLL;3
CEPDL;OLLL;2
CEPVL;OLLL;4
CEPVL;OLLL;4
IL1VL;OLLL;2
IL1DL;OLLL;1
OLLR;OLLL;2
RIGL;OLLL;1
RIBL;OLLL;8
RMDDL;OLLL;7
RMDL;OLLL;2
RMDVL;OLLL;1
RMEL;OLLL;2
SAADR;OLLL;1
SMDDL;OLLL;2
SMDDL;OLLL;1
SMDDR;OLLL;3
SMDDR;OLLL;1
SMDVR;OLLL;4
URYDL;OLLL;1
ADER;OLLR;2
ADLR;OLLR;1
AVEL;OLLR;1
AVEL;OLLR;15
CEPDR;OLLR;1
CEPDR;OLLR;1
CEPDR;OLLR;1
CEPDR;OLLR;7
CEPVR;OLLR;6
CEPVR;OLLR;1
CEPVR;OLLR;6
IL1DR;OLLR;2
IL1VR;OLLR;1
IL2R;OLLR;1
IL2R;OLLR;1
IL2R;OLLR;1
IL1DR;OLLR;1
OLLL;OLLR;2
RIGR;OLLR;1
RIBR;OLLR;2
RIBR;OLLR;8
RIS;OLLR;1
RMDDR;OLLR;10
RMDL;OLLR;3
RMDL;OLLR;2
RMDVR;OLLR;3
RMER;OLLR;2
SAAVL;OLLR;1
SMDDR;OLLR;1
SMDVL;OLLR;4
SMDVR;OLLR;3
VC05;OLLR;1
CEPDL;OLQDL;6
IL2DL;OLQDL;2
IL2L;OLQDL;2
IL2L;OLQDL;3
CEPDL;OLQDL;1
RIBL;OLQDL;2
RIGL;OLQDL;1
RMDVL;OLQDL;1
URBL;OLQDL;1
RICR;OLQDL;1
RIH;OLQDL;2
RIH;OLQDL;2
RIPL;OLQDL;1
RIPR;OLQDL;1
RMDDR;OLQDL;1
RMDDR;OLQDL;3
SIBVL;OLQDL;3
AIMR;OLQDR;1
CEPDR;OLQDR;5
IL2R;OLQDR;2
CEPDR;OLQDR;2
RIBR;OLQDR;2
RIGR;OLQDR;1
RIH;OLQDR;1
RMDVR;OLQDR;1
URBR;OLQDR;1
RICL;OLQDR;1
RICR;OLQDR;1
RIH;OLQDR;2
RIPL;OLQDR;1
RIPR;OLQDR;1
RMDDL;OLQDR;1
RMDDL;OLQDR;2
RMHR;OLQDR;1
SIBVR;OLQDR;2
ADFL;OLQVL;1
ADLL;OLQVL;1
CEPVL;OLQVL;6
IL1VL;OLQVL;1
IL1VL;OLQVL;1
IL2L;OLQVL;2
IL2L;OLQVL;6
IL2VL;OLQVL;1
IL2VL;OLQVL;1
ADLL;OLQVL;1
CEPVL;OLQVL;1
RIBL;OLQVL;1
RIGL;OLQVL;1
RMDDL;OLQVL;1
URBL;OLQVL;1
RICL;OLQVL;1
RIH;OLQVL;1
RIH;OLQVL;1
RIPL;OLQVL;1
RMDVR;OLQVL;1
RMDVR;OLQVL;3
SIBDL;OLQVL;3
CEPVR;OLQVR;3
IL1VR;OLQVR;1
IL2R;OLQVR;2
IL2R;OLQVR;5
IL2VR;OLQVR;1
IL2VR;OLQVR;1
CEPVR;OLQVR;1
RIBR;OLQVR;1
RIGR;OLQVR;1
RMDDR;OLQVR;1
URBR;OLQVR;1
RICR;OLQVR;1
RIH;OLQVR;2
RIH;OLQVR;6
RIPR;OLQVR;2
RMDVL;OLQVR;4
RMER;OLQVR;1
SIBDR;OLQVR;4
URXR;OLQVR;1
AS11;PDA;1
AS11;PDA;1
DA09;PDA;1
DD06;PDA;1
DVB;PDA;1
DA09;PDA;1
PVNR;PDA;1
VD13;PDA;3
AS11;PDB;1
AS11;PDB;2
RID;PDB;2
VD13;PDB;4
AVAR;PDEL;1
AVKL;PDEL;1
AVKL;PDEL;5
AVKL;PDEL;2
AVKL;PDEL;1
DVA;PDEL;16
DVA;PDEL;8
DVA;PDEL;1
DVA;PDEL;2
PDER;PDEL;3
PVCR;PDEL;1
PVM;PDEL;1
PDER;PDEL;1
PLMR;PDEL;2
PVCR;PDEL;1
PVM;PDEL;2
PVM;PDEL;1
PVM;PDEL;6
PVR;PDEL;2
PVR;PDEL;1
VA09;PDEL;1
VD11;PDEL;1
AVAR;PDER;1
AVFL;PDER;1
AVKL;PDER;16
AVKL;PDER;1
DVA;PDER;19
DVA;PDER;16
PDEL;PDER;1
PDEL;PDER;3
PVM;PDER;1
VA08;PDER;1
VD09;PDER;1
PLMR;PDER;3
PVCL;PDER;1
PVCR;PDER;1
PVM;PDER;2
PVM;PDER;6
PVR;PDER;1
AVDR;PHAL;1
AVFL;PHAL;3
AVG;PHAL;1
AVG;PHAL;4
AVG;PHAL;2
AVHL;PHAL;1
AVHR;PHAL;1
DVA;PHAL;2
PHAR;PHAL;2
PHAR;PHAL;5
PHAR;PHAL;1
PHAR;PHAL;5
PHBL;PHAL;5
PHBR;PHAL;5
PVQL;PHAL;2
AVG;PHAR;1
AVG;PHAR;2
AVHR;PHAR;1
DA08;PHAR;1
DVA;PHAR;1
DVA;PHAR;1
PHAL;PHAR;1
PHAL;PHAR;5
PHAL;PHAR;5
PHAL;PHAR;2
PHBL;PHAR;1
PVPL;PHAR;3
PHBR;PHAR;5
PVQL;PHAR;2
AVAL;PHBL;9
AVAR;PHBL;6
AVDL;PHBL;1
LUAL;PHBL;1
PHAL;PHBL;5
PHAR;PHBL;1
PHBR;PHBL;3
PHBR;PHBL;1
PHBR;PHBL;1
PVCL;PHBL;13
VA12;PHBL;1
AVAL;PHBR;7
AVAR;PHBR;7
AVDL;PHBR;1
AVDR;PHBR;1
AVFL;PHBR;1
DA08;PHBR;1
PHAL;PHBR;5
PHAR;PHBR;5
PHBL;PHBR;1
PHBL;PHBR;1
AVHL;PHBR;1
PHBL;PHBR;3
PVCL;PHBR;6
PVCR;PHBR;3
VA12;PHBR;2
AVAL;PHCL;1
DA09;PHCL;7
DVA;PHCL;4
DVA;PHCL;2
DVB;PHCL;1
LUAL;PHCL;1
DA09;PHCL;1
PHCR;PHCL;1
PLML;PHCL;1
VA12;PHCL;1
PHCR;PHCL;1
PVCL;PHCL;2
VA12;PHCL;2
AVHR;PHCR;1
DA09;PHCR;2
DVA;PHCR;3
DVA;PHCR;5
LUAR;PHCR;1
PHCL;PHCR;1
PHCL;PHCR;1
PVCR;PHCR;1
VA12;PHCR;1
PVCR;PHCR;8
VA12;PHCR;1
HSNL;PLML;1
LUAL;PLML;1
PHCL;PLML;1
PVCL;PLML;1
AS06;PLMR;1
AVAL;PLMR;1
AVAL;PLMR;3
AVAR;PLMR;1
AVDL;PLMR;1
AVDR;PLMR;4
AVJL;PLMR;2
DVA;PLMR;5
HSNR;PLMR;1
PDEL;PLMR;2
PDER;PLMR;3
LUAR;PLMR;1
PVCR;PLMR;1
PVR;PLMR;2
PVCL;PLMR;2
SAADL;PLNL;5
SMBVL;PLNL;1
SMBVL;PLNL;5
SMBVL;PLNL;1
SAADR;PLNR;4
SMBVR;PLNR;2
SMBVR;PLNR;4
AVAL;PQR;3
AVAL;PQR;5
AVAR;PQR;2
AVAR;PQR;9
AVDL;PQR;7
AVDR;PQR;6
AVDR;PQR;1
AVG;PQR;1
LUAR;PQR;1
LUAR;PQR;1
PVPL;PQR;4
PVNL;PQR;1
PVNL;PQR;1
PVNR;PQR;2
ADLR;PVCL;1
ADLR;PVCL;1
ALML;PVCL;2
ALML;PVCL;2
AS01;PVCL;1
AVAL;PVCL;1
AVAL;PVCL;1
AVAL;PVCL;3
AVAL;PVCL;7
AVAR;PVCL;4
AVAR;PVCL;2
AVAR;PVCL;5
AVBL;PVCL;5
AVBR;PVCL;1
AVBR;PVCL;11
AVDL;PVCL;5
AVDL;PVCL;1
AVDR;PVCL;2
AVEL;PVCL;2
AVER;PVCL;1
AVG;PVCL;1
AVJL;PVCL;1
AVJL;PVCL;2
AVJL;PVCL;1
AVJR;PVCL;1
AVJR;PVCL;2
AVM;PVCL;4
BDUR;PVCL;1
BDUR;PVCL;1
DA02;PVCL;1
DA05;PVCL;1
DA06;PVCL;1
DB02;PVCL;3
DB03;PVCL;1
DB03;PVCL;3
DB04;PVCL;1
DB04;PVCL;2
DB05;PVCL;2
DB06;PVCL;2
DB07;PVCL;1
DB07;PVCL;2
DVA;PVCL;4
DVA;PVCL;3
FLPR;PVCL;2
PDER;PVCL;1
PHBL;PVCL;13
PHBR;PVCL;6
PHCL;PVCL;2
PLMR;PVCL;2
AVAL;PVCL;2
AVJL;PVCL;1
AVJR;PVCL;1
DVA;PVCL;1
PLML;PVCL;1
PVCR;PVCL;5
VB09;PVCL;2
VB10;PVCL;1
PVCR;PVCL;2
PVCR;PVCL;1
PVCR;PVCL;2
PVDL;PVCL;1
PVDR;PVCL;2
PVDR;PVCL;11
PVM;PVCL;2
PVNL;PVCL;1
PVNR;PVCL;1
PVPR;PVCL;4
RID;PVCL;1
RID;PVCL;4
RIFR;PVCL;1
RIS;PVCL;2
SIBVL;PVCL;2
VA12;PVCL;2
VB03;PVCL;1
VB04;PVCL;1
VB05;PVCL;1
VB06;PVCL;2
VB08;PVCL;1
VB10;PVCL;2
VB11;PVCL;1
VD13;PVCL;1
ALML;PVCR;1
ALML;PVCR;1
ALMR;PVCR;3
AQR;PVCR;1
AQR;PVCR;2
AS02;PVCR;1
AVAL;PVCR;2
AVAL;PVCR;5
AVAL;PVCR;2
AVAL;PVCR;4
AVAR;PVCR;7
AVAR;PVCR;5
AVBL;PVCR;2
AVBL;PVCR;6
AVBR;PVCR;6
AVDL;PVCR;5
AVDR;PVCR;1
AVEL;PVCR;1
AVEL;PVCR;1
AVER;PVCR;1
AVJL;PVCR;2
AVJR;PVCR;1
AVJR;PVCR;3
AVL;PVCR;1
AVM;PVCR;1
AVM;PVCR;4
DA09;PVCR;1
DB02;PVCR;1
DB03;PVCR;1
DB03;PVCR;2
DB04;PVCR;4
DB05;PVCR;1
DB06;PVCR;2
DB07;PVCR;1
DVA;PVCR;1
FLPL;PVCR;1
LUAR;PVCR;1
LUAR;PVCR;3
PDEL;PVCR;1
PDER;PVCR;1
PHBR;PVCR;3
PHCR;PVCR;8
PVCL;PVCR;1
PVCL;PVCR;2
PVCL;PVCR;2
AVAL;PVCR;5
AVAR;PVCR;3
AVJL;PVCR;3
PDEL;PVCR;1
PHCR;PVCR;1
PLMR;PVCR;1
PVCL;PVCR;5
PVWL;PVCR;2
PVWR;PVCR;1
VA08;PVCR;2
PVDL;PVCR;1
PVDL;PVCR;6
PVDR;PVCR;10
VA09;PVCR;1
PVPL;PVCR;1
PVPL;PVCR;2
PVPR;PVCR;1
PVPR;PVCR;6
PVR;PVCR;1
PVR;PVCR;1
PVWR;PVCR;1
PVWR;PVCR;1
RID;PVCR;2
RID;PVCR;3
RIFR;PVCR;1
